khoảng cách trên,khoảng cách dưới
0.745,0.895,07_38_27
0.745,0.962,07_38_29
0.709,0.956,07_38_31
0.724,0.907,07_38_33
0.701,0.926,07_38_34
0.747,0.936,07_38_36
0.698,0.959,07_38_37
0.773,0.943,07_38_39
0.801,0.947,07_38_40
0.765,0.919,07_38_42
0.806,0.958,07_38_44
0.731,0.89,07_38_45
0.825,0.95,07_38_47
0.724,0.957,07_38_49
0.786,0.896,07_38_50
0.714,0.979,07_38_52
0.767,0.881,07_38_53
0.747,0.935,07_38_55
0.695,0.994,07_38_57
0.752,0.977,07_38_58
0.716,0.916,07_39_00
0.747,0.946,07_39_01
0.722,0.931,07_39_03
0.754,0.957,07_39_05
0.728,0.975,07_39_06
0.781,0.9,07_39_08
0.699,1.003,07_39_10
0.751,0.962,07_39_11
0.743,0.935,07_39_13
0.767,0.886,07_39_14
0.736,1.01,07_39_15
0.741,1.019,07_39_17
0.762,0.934,07_39_19
0.747,0.93,07_39_20
0.7,0.984,07_39_22
0.792,0.973,07_39_24
0.785,1.03,07_40_00
0.748,0.895,07_40_01
0.734,1.002,07_40_02
0.718,0.916,07_43_46
0.758,0.984,07_43_47
0.778,0.874,07_43_49
0.742,0.916,07_43_50
0.744,0.945,07_43_52
0.728,0.997,07_43_54
0.772,0.896,07_43_56
0.768,0.937,07_43_57
0.792,0.921,07_43_59
0.765,0.868,07_44_00
0.753,0.957,07_44_02
0.709,0.92,07_44_03
0.709,0.899,07_44_05
0.712,0.923,07_44_07
0.772,0.845,07_44_09
0.698,1.017,07_44_10
0.777,0.899,07_44_12
0.704,0.964,07_44_13
0.759,0.946,07_44_15
0.723,0.868,07_44_17
0.755,0.905,07_44_19
0.736,0.887,07_44_20
0.719,0.854,07_44_22
0.8,0.899,07_44_23
0.71,0.948,07_44_25
0.817,0.842,07_44_27
0.716,0.949,07_44_28
0.733,1.014,07_44_30
0.763,0.924,07_44_32
0.714,0.946,07_44_33
0.809,1.0,07_44_34
0.63,0.806,07_44_36
0.669,0.818,07_44_37
0.657,0.822,07_44_39
0.704,0.913,07_44_40
0.778,0.874,07_44_41
0.702,0.888,07_44_43
0.736,0.883,07_44_45
0.697,0.86,07_44_47
0.756,0.92,07_44_49
0.734,0.856,07_44_50
0.767,0.895,07_44_51
0.717,0.895,07_44_53
0.699,1.006,07_44_55
0.707,0.9,07_44_56
0.744,0.902,07_44_58
0.721,0.899,07_45_00
0.755,0.969,07_45_01
0.7,0.912,07_45_03
0.76,0.977,07_45_05
0.776,0.941,07_45_06
0.73,1.008,07_45_08
0.73,0.931,07_45_10
0.667,0.941,07_45_11
0.716,0.815,07_45_13
0.726,0.985,07_45_14
0.783,1.02,07_45_16
0.765,0.931,07_45_18
0.751,1.014,07_45_36
0.723,0.948,07_45_37
0.737,0.883,07_45_39
0.704,0.946,07_45_40
0.771,0.906,07_45_42
0.744,0.877,07_45_44
0.73,0.871,07_45_45
0.725,0.916,07_45_47
0.699,0.996,07_45_49
0.77,0.949,07_45_50
0.693,0.879,07_45_52
0.718,0.976,07_45_54
0.751,0.934,07_45_55
0.7,0.923,07_45_56
0.723,0.901,07_45_58
0.741,0.851,07_46_00
0.751,0.887,07_46_01
0.737,0.952,07_46_03
0.734,0.893,07_46_05
0.782,0.962,07_46_06
0.716,0.971,07_46_08
0.758,0.978,07_46_09
0.724,0.945,07_46_11
0.7,0.917,07_46_12
0.776,0.986,07_46_14
0.712,0.917,07_46_16
0.721,0.941,07_46_17
0.735,0.983,07_46_19
0.74,0.956,07_46_21
0.781,0.93,07_46_22
0.705,0.903,07_46_24
0.731,0.928,07_46_25
0.721,0.956,07_46_27
0.74,0.927,07_46_29
0.722,0.944,07_46_30
0.75,0.911,07_46_32
0.71,0.904,07_46_33
0.782,0.942,07_46_35
0.714,0.927,07_46_37
0.75,0.923,07_46_38
0.756,0.915,07_46_40
0.717,0.876,07_46_41
0.72,0.937,07_46_43
0.759,0.967,07_46_45
0.75,0.951,07_46_46
0.736,0.961,07_46_48
0.738,0.904,07_46_49
0.795,0.842,07_46_51
0.714,0.967,07_46_53
0.786,0.996,07_46_54
0.772,0.905,07_46_56
0.758,0.971,07_52_12
0.781,0.899,07_52_14
0.756,0.892,07_52_15
0.735,0.941,07_52_39
0.729,0.971,07_52_41
0.735,0.973,07_52_42
0.772,0.966,07_52_44
0.744,0.98,07_52_45
0.723,0.92,07_52_46
0.711,0.904,07_52_48
0.74,0.895,07_52_50
0.731,0.93,07_52_51
0.733,0.803,07_52_53
0.737,0.85,07_52_55
0.73,0.975,07_52_56
0.753,0.927,07_52_58
0.73,0.884,07_53_00
0.705,0.937,07_53_01
0.732,0.924,07_53_03
0.761,0.905,07_53_04
0.799,0.873,07_53_06
0.704,0.962,07_53_08
0.713,0.906,07_53_09
0.711,0.946,07_53_11
0.692,0.957,07_53_12
0.703,0.93,07_53_14
0.776,0.856,07_53_16
0.738,0.966,07_53_17
0.694,0.908,07_53_19
0.704,0.964,07_53_20
0.737,0.884,07_53_22
0.76,0.949,07_53_23
0.706,0.893,07_53_25
0.714,0.986,07_53_27
0.771,0.902,07_53_28
0.768,0.9,07_53_30
0.755,0.898,07_53_32
0.779,0.899,07_53_33
0.797,0.949,07_53_35
0.711,0.884,07_53_36
0.77,0.908,07_53_38
0.681,0.979,07_53_40
0.71,0.909,07_53_41
0.716,0.775,07_53_43
0.712,0.858,07_53_44
0.618,0.85,07_53_46
0.615,0.78,07_53_48
0.644,0.807,07_53_49
0.545,0.823,07_53_51
0.658,0.813,07_53_52
0.66,0.841,07_53_54
0.61,0.868,07_53_55
0.656,0.901,07_53_57
0.565,0.818,07_53_58
0.669,0.834,07_54_00
0.652,0.771,07_54_02
0.623,0.858,07_54_03
0.603,0.879,07_54_05
0.644,0.888,07_54_07
0.575,0.773,07_54_08
0.599,0.865,07_54_10
0.614,0.843,07_54_11
0.685,0.798,07_54_13
0.649,0.841,07_54_15
0.685,0.871,07_54_16
0.665,0.846,07_54_18
0.682,0.905,07_54_20
0.629,0.763,07_54_21
0.633,0.805,07_54_23
0.671,0.779,07_54_24
0.684,0.742,07_54_26
0.656,0.748,07_54_28
0.74,0.795,07_54_29
0.584,0.869,07_54_31
0.648,0.844,07_54_32
0.695,0.857,07_54_34
0.625,0.947,07_54_35
0.659,0.891,07_54_37
0.645,0.873,07_54_39
0.651,0.819,07_54_40
0.738,0.837,07_54_42
0.659,0.827,07_54_44
0.641,0.86,07_54_45
0.68,0.874,07_54_47
0.592,0,07_54_48
0,0.702,07_54_50
0.808,0.566,07_54_52
0,0.971,07_54_53
0.792,0.778,07_54_55
0.626,0.821,07_54_56
0.797,0.875,07_54_58
0.666,0.921,07_54_59
0.703,0.891,07_55_01
0.655,0.816,07_55_02
0.666,0.847,07_55_04
0.658,0.924,07_55_12
0.721,0.907,07_55_13
0.699,0.861,07_55_15
0.704,0.782,07_55_16
0.629,0.948,07_55_18
0.647,0.959,07_55_20
0.665,0.888,07_55_21
0.735,0.908,07_55_23
0.666,0.955,07_55_24
0.656,0.879,07_55_26
0.687,0.902,07_55_28
0.689,0.867,07_55_29
0.697,0.813,07_55_31
0.729,0.724,07_55_33
0.726,0.763,07_55_34
0.769,0.768,07_55_36
0.727,0.775,07_55_48
0.691,0.785,07_55_50
0,0.831,07_55_52
0.663,0.715,07_55_54
0.631,0.797,07_55_56
0.638,0.735,07_55_57
0.643,0.741,07_55_59
0,0.741,07_56_01
0.8,0.744,07_56_02
0.678,0.829,07_56_03
0.732,0.751,07_56_05
0.745,0.753,07_56_07
0.735,0.677,07_56_08
0.755,0.842,07_56_10
0.721,0.708,07_56_11
0.768,0.793,07_56_13
0.752,0.778,07_56_15
0.782,0.746,07_56_16
0.76,0.75,07_56_18
0.561,0.942,07_56_19
0.623,0.887,07_56_21
0.768,0.76,07_56_23
0.711,0.743,07_56_24
0.731,0.783,07_56_26
0.7,0.692,07_56_30
0.681,0.903,07_56_32
0.674,0.835,07_56_36
0.682,0.906,07_56_37
0.76,0.851,07_56_45
0.719,0.805,07_56_46
0.681,0.892,07_56_48
0.641,0.868,07_56_50
0.689,0.802,07_56_51
0.683,0.771,07_56_53
0.645,0.814,07_56_54
0.683,0.877,07_56_56
0.677,0.803,07_56_58
0.745,0.842,07_56_59
0.663,0.804,07_57_01
0.621,0.823,07_57_02
0.631,0.863,07_57_05
0.655,0.93,07_57_07
0.651,0.879,07_57_09
0.659,0.855,07_57_10
0.652,0.873,07_57_14
0.651,0.858,07_57_16
0.681,0.908,07_57_18
0.744,0.846,07_57_19
0.718,0.862,07_57_21
0.699,0.835,07_57_22
0.681,0.909,07_57_24
0.753,0.855,07_57_25
0.669,0.92,07_57_35
0.69,0.809,07_57_36
0.68,0.817,07_57_38
0.678,0.877,07_57_40
0.686,0.793,07_57_41
0.644,0.878,07_57_43
0.646,0.885,07_57_44
0.67,0.861,07_57_46
0.737,0.74,07_57_48
0.726,0.783,07_57_49
0.671,0,07_57_51
0.753,0.643,07_57_53
0.719,0.714,07_57_54
0.756,0.687,07_57_56
0.561,0.756,07_57_57
0.724,0.818,07_57_59
0.682,0.671,07_58_01
0.751,0.655,07_58_02
0.724,0.767,07_58_04
0.692,0.774,07_58_05
0.65,0.767,07_58_07
0.717,0.671,07_58_09
0.731,0.744,07_58_10
0.791,0.758,07_58_12
0.779,0.704,07_58_13
0.712,0.763,07_58_15
0.747,0.715,07_58_17
0,0.768,07_58_18
0.686,0.85,07_58_20
0.592,0.83,07_58_21
0.668,0.823,07_58_23
0.684,0.823,07_58_25
0.641,0.792,07_58_26
0.694,0.917,07_58_28
0.649,0.812,07_58_29
0.663,0.76,07_58_31
0.694,0.821,07_58_33
0.645,0.858,07_58_34
0.684,0.821,07_58_36
0.597,0.932,07_58_37
0.671,0.878,07_58_39
0.704,0.866,07_58_41
0.713,0.846,07_58_42
0.663,0.831,07_58_44
0.708,0.944,07_58_45
0.638,0.837,07_58_47
0.61,0.909,07_58_49
0.658,0.872,07_58_50
0.658,0.888,07_58_52
0.647,0.907,07_58_53
0.656,0.898,07_58_55
0.619,0.884,07_58_56
0.638,0.806,07_59_02
0.692,0.793,07_59_04
0.702,0.792,07_59_05
0.647,0.8,07_59_07
0.654,0.855,07_59_13
0.667,0.881,07_59_17
0.659,0.816,07_59_19
0.676,0.937,07_59_20
0.685,0.837,07_59_22
0.616,0.895,07_59_24
0.695,0.772,07_59_25
0.664,0.816,07_59_27
0.651,0.811,07_59_43
0.675,0.838,07_59_44
0.647,0.752,07_59_46
0.623,0.839,07_59_47
0.674,0.835,07_59_51
0.642,0.824,08_00_09
0.68,0.839,08_00_11
0.637,0.838,08_00_13
0.73,0.773,08_00_15
0.645,0.794,08_00_17
0.641,0.86,08_00_18
0.68,0.857,08_00_20
0.668,0.831,08_00_22
0.622,0.882,08_00_23
0.611,0.739,08_00_25
0.748,0.796,08_00_34
0.646,0.834,08_00_36
0.652,0.81,08_00_38
0.642,0.854,08_00_39
0.653,0.839,08_00_41
0.613,0.79,08_00_42
0.599,0.81,08_00_44
0.67,0.853,08_00_46
0.625,0.881,08_00_47
0.689,0.879,08_00_49
0.644,0.829,08_00_50
0.688,0.79,08_00_52
0.679,0.85,08_00_54
0.639,0.821,08_00_55
0.673,0.806,08_00_57
0.652,0.828,08_00_58
0.696,0.839,08_01_32
0.682,0.8,08_01_33
0.615,0.77,08_01_35
0.661,0.832,08_01_36
0.706,0.917,08_01_45
0.699,0.847,08_01_47
0.629,0.87,08_01_48
0.698,0.873,08_01_50
0.654,0.886,08_01_53
0.628,0.856,08_01_55
0.706,0.826,08_01_57
0.657,0.828,08_01_58
0.663,0.828,08_02_02
0.696,0.892,08_02_04
0.658,0.801,08_02_06
0.663,0.875,08_02_07
0.681,0.852,08_02_08
0.634,0.908,08_02_10
0.694,0.858,08_02_28
0.673,0.915,08_02_29
0.772,0.717,08_02_31
0,0.757,08_02_32
0.752,0.752,08_02_34
0.748,0.722,08_02_36
0.682,0.846,08_02_37
0.703,0.816,08_02_39
0.68,0.878,08_02_41
0.682,0.873,08_02_42
0.562,0.798,08_02_44
0.683,0.763,08_02_45
0.65,0.747,08_02_47
0.651,0.868,08_02_48
0.704,0.827,08_02_50
0.69,0.869,08_02_52
0.74,0.803,08_02_53
0.784,0.834,08_02_55
0.739,0.854,08_02_57
0.729,0.83,08_02_58
0.762,0.89,08_03_00
0.568,0,08_03_01
0.625,0.726,08_03_03
0.478,0.78,08_03_04
0.547,0.739,08_03_07
0.734,0.878,08_03_09
0.724,0.885,08_03_10
0.711,0.945,08_03_12
0.692,0.907,08_03_14
0.724,0.92,08_03_15
0.755,0.845,08_03_17
0.708,0.87,08_03_18
0.777,0.959,08_03_20
0,0.952,08_03_22
0.774,0.878,08_03_23
0.778,0.891,08_03_25
0.682,0.921,08_03_26
0.774,0.906,08_03_28
0.788,0.929,08_03_30
0.734,0.855,08_03_31
0.714,0.891,08_03_33
0.724,0.823,08_03_34
0.741,1.006,08_03_36
0.709,0.934,08_03_38
0.753,0.878,08_03_39
0.618,0,08_03_41
0.56,0.712,08_03_43
0.599,0.727,08_03_44
0.632,0.71,08_03_46
0.681,0.911,08_03_47
0.718,0.883,08_03_48
0.713,0.944,08_03_50
0.709,0.904,08_03_52
0.714,0.951,08_03_53
0.707,1.005,08_03_55
0.756,0.889,08_03_57
0.744,0.893,08_03_58
0.746,0.882,08_04_00
0.692,0.93,08_04_01
0.782,0.961,08_04_03
0.742,0.908,08_04_05
0.646,0,08_04_06
0.493,0,08_04_08
0.556,0,08_04_09
0.665,0.783,08_04_11
0.689,0.871,08_04_13
0.746,0.838,08_04_14
0.742,0.914,08_04_16
0.797,0.826,08_04_17
0.71,0.872,08_04_19
0.766,0.839,08_04_20
0.741,0.917,08_04_22
0.748,0.893,08_04_24
0.562,0.685,08_04_25
0.661,0.768,08_04_27
0.632,0.654,08_04_29
0.673,0,08_04_30
0.68,0.946,08_04_32
0.702,0.889,08_04_33
0.736,0.904,08_04_35
0.742,0.883,08_04_36
0,0.681,08_04_38
0.583,0.661,08_04_40
0.586,0.746,08_04_41
0.613,0.779,08_04_43
0.66,0.868,08_04_44
0.689,0.923,08_04_46
0.705,0.83,08_04_48
0.75,0.885,08_04_49
0.675,0.828,08_04_51
0.688,0.855,08_04_53
0.652,0.888,08_04_54
0.735,0.909,08_04_56
0.616,0.661,08_04_58
0.558,0.724,08_04_59
0.706,0.591,08_05_01
0.75,0.705,08_05_02
0.678,0.845,08_05_04
0.663,0.898,08_05_05
0.689,0.876,08_05_07
0.629,0.936,08_05_09
0.634,0.937,08_05_10
0.657,0.914,08_05_12
0.704,0.892,08_05_13
0.654,0.899,08_05_15
0.699,0.972,08_05_17
0.776,0.907,08_05_18
0.578,0.92,08_05_20
0.595,0.931,08_05_21
0.66,0.889,08_05_23
0.671,0.917,08_05_25
0.724,0.818,08_05_26
0.672,0.863,08_05_28
0.721,0.966,08_05_29
0.697,0.946,08_05_31
0.633,0.898,08_05_33
0.623,0.89,08_05_34
0.669,0.884,08_05_36
0.669,0.898,08_05_38
0.632,0.947,08_05_39
0.643,0.913,08_05_41
0.686,0.894,08_05_42
0.695,0.966,08_05_44
0.682,0.879,08_05_45
0.676,0.869,08_05_47
0.684,0.875,08_05_49
0.7,1.011,08_05_50
0.7,0.92,08_05_51
0.703,0.909,08_05_53
0.681,0.95,08_05_54
0.635,0.918,08_05_56
0.687,0.871,08_06_08
0.688,0.912,08_06_09
0.699,0.878,08_06_11
0.68,0.934,08_06_12
0.714,0.885,08_06_14
0.62,0.934,08_06_16
0.686,0.82,08_06_17
0.654,0.838,08_06_19
0.651,0.888,08_06_20
0.702,0.853,08_06_22
0.698,0.891,08_06_24
0.645,0.907,08_06_25
0.624,0.974,08_06_27
0.58,0.963,08_06_29
0.687,0.903,08_06_30
0.719,0.874,08_06_32
0.648,0.827,08_06_33
0.612,1.002,08_06_47
0.631,0.941,08_06_48
0.635,0.907,08_06_50
0.641,0.876,08_06_51
0.64,0.96,08_07_01
0.662,0.863,08_07_02
0.656,0.925,08_07_04
0.662,0.91,08_07_05
0.632,0.899,08_07_08
0.594,0.877,08_07_10
0.635,1.022,08_07_12
0.705,0.862,08_07_13
0.636,0.91,08_07_17
0.696,0.898,08_07_19
0.602,0.963,08_07_21
0.694,0.958,08_07_22
0.688,0.882,08_07_24
0.644,0.912,08_07_25
0.69,0.949,08_07_27
0.683,0.879,08_07_29
0.566,0.741,08_07_30
0.58,0.715,08_07_32
0.435,0.688,08_07_33
0.582,0.738,08_07_35
0.695,0.887,08_07_37
0.706,0.869,08_07_38
0.665,0.89,08_07_40
0.607,0.861,08_07_41
0.679,0.942,08_07_43
0.712,0.846,08_07_44
0.683,0.869,08_07_46
0.71,0.886,08_07_48
0.686,0.933,08_08_01
0.69,0.906,08_08_03
0.662,0.918,08_08_05
0.69,0.885,08_08_06
0.672,0.941,08_08_08
0.676,0.897,08_08_09
0.676,0.899,08_08_11
0.691,0.893,08_08_12
0.699,0.816,08_08_14
0.666,0.958,08_08_16
0.603,0.899,08_08_17
0.607,0.876,08_08_19
0.607,0.924,08_08_21
0.611,0.91,08_08_22
0.835,0.875,08_08_24
0.693,0.9,08_08_25
0.727,0.966,08_08_27
0.683,0.953,08_08_29
0.774,0.907,08_08_30
0.71,0.906,08_08_32
0.707,0.905,08_08_33
0.721,0.864,08_08_35
0.756,0.917,08_08_37
0.724,0.861,08_08_38
0.778,0.95,08_08_40
0.776,0.915,08_08_42
0.732,0.909,08_08_43
0.742,0.9,08_08_45
0.73,0.89,08_08_46
0.722,0.97,08_08_48
0.784,0.908,08_08_49
0.786,0.893,08_08_51
0.728,0.847,08_08_53
0.786,0.906,08_08_54
0.676,0.928,08_08_56
0.767,0.903,08_08_58
0.756,0.908,08_08_59
0.779,0.94,08_09_01
0.738,0.955,08_09_02
0.701,0.881,08_09_04
0.713,0.983,08_09_06
0.747,0.856,08_09_07
0.703,0.945,08_09_09
0.707,0.911,08_09_10
0.69,0.881,08_09_12
0.782,0.863,08_09_13
0.692,0.879,08_09_15
0.773,0.909,08_09_17
0.729,0.919,08_09_18
0.789,0.879,08_09_20
0.728,0.92,08_09_21
0.777,0.922,08_09_23
0.7,0.927,08_09_25
0.727,0.934,08_09_26
0.683,0.789,08_09_36
0.71,0.875,08_09_37
0.75,0.863,08_09_39
0.778,0.945,08_09_41
0.752,0.873,08_09_43
0.734,0.955,08_09_44
0.76,0.948,08_09_46
0.705,0.912,08_09_48
0.747,0.924,08_09_49
0.737,0.981,08_09_51
0.765,0.897,08_09_52
0.737,0.92,08_10_04
0.735,0.855,08_10_06
0.576,0.846,08_10_08
0.592,0.665,08_10_09
0.708,0.64,08_10_11
0.583,0.882,08_10_12
0.708,0.878,08_10_14
0.713,0.845,08_10_16
0.715,0.906,08_10_18
0.751,0.898,08_10_19
0.585,0.661,08_10_21
0.675,0.647,08_10_22
0.689,0.722,08_10_24
0.704,0.583,08_10_49
0.732,0.897,08_10_50
0.717,0.937,08_10_52
0.742,0.909,08_10_53
0.76,0.866,08_10_55
0.704,0.764,08_10_57
0.725,0.682,08_10_58
0.519,0.698,08_11_00
0.605,0.707,08_11_01
0.746,0.916,08_11_03
0.757,0.937,08_11_05
0.718,0.937,08_11_07
0.755,0.877,08_11_08
0.721,0.947,08_11_09
0.785,0.857,08_11_11
0.735,0.924,08_11_13
0.686,0.936,08_11_14
0.775,0.919,08_11_19
0.679,0.916,08_11_20
0.768,0.862,08_11_22
0.753,0.917,08_11_23
0.715,0.67,08_11_25
0.584,0.696,08_11_27
0.547,0.769,08_11_29
0.6,0.806,08_11_30
0.7,0.996,08_11_31
0.735,0.945,08_11_33
0.734,0.923,08_11_35
0.745,0.863,08_11_36
0.597,0,08_11_38
0.627,0.777,08_11_40
0.551,0,08_11_41
0.697,0.693,08_11_43
0.736,0.989,08_11_44
0.69,0.961,08_11_46
0.746,0.86,08_11_47
0.766,0.948,08_11_49
0.672,0.88,08_11_51
0.658,0.894,08_11_53
0.675,0.958,08_11_54
0.663,0.897,08_11_55
0.643,0.881,08_11_57
0.626,0.934,08_11_59
0.706,0.84,08_12_00
0.678,0.89,08_12_02
0.674,0.892,08_12_03
0.631,0.966,08_12_05
0.648,0.941,08_12_07
0.608,0.963,08_12_08
0.647,0.857,08_12_10
0.621,0.842,08_12_12
0.63,0.977,08_12_13
0.654,0.931,08_12_15
0.635,0.918,08_12_16
0.655,0.946,08_12_18
0.658,0.916,08_12_20
0.714,0.847,08_12_21
0.66,0.88,08_12_23
0.711,0.931,08_12_24
0.695,0.906,08_12_26
0.656,0.93,08_12_28
0.679,0.898,08_12_29
0.684,0.877,08_12_31
0.675,0.917,08_12_32
0.638,0.926,08_12_34
0.671,0.905,08_12_35
0.657,0.917,08_12_37
0.639,0.842,08_12_39
0.658,0.911,08_12_41
0.631,0.877,08_12_42
0.62,0.991,08_12_44
0.656,0.846,08_12_45
0.71,0.901,08_12_47
0.677,0.859,08_12_49
0.639,0.939,08_12_50
0.643,0.906,08_12_59
0.675,0.99,08_13_00
0.719,0.889,08_13_02
0.658,0.884,08_13_04
0.727,0.89,08_13_05
0.696,0.945,08_13_07
0.71,0.941,08_13_09
0.699,0.926,08_13_10
0.656,0.882,08_13_12
0.725,0.858,08_13_13
0.677,0.862,08_13_15
0.641,0.89,08_13_17
0.608,0.897,08_13_18
0.628,0.898,08_13_20
0.711,0.866,08_13_21
0.641,0.876,08_13_23
0.664,0.878,08_13_25
0.665,0.91,08_13_26
0.653,0.846,08_13_28
0.673,0.887,08_13_30
0.763,0.846,08_13_31
0.722,0.889,08_13_33
0.732,0.975,08_13_34
0.744,0.926,08_13_36
0.768,0.894,08_13_38
0.714,0.871,08_13_40
0.765,0.865,08_13_42
0.714,0.852,08_13_44
0.721,0.909,08_13_45
0.738,0.871,08_13_47
0.734,0.896,08_13_49
0.697,0.942,08_13_50
0.736,0.91,08_13_52
0.725,0.864,08_13_53
0.793,0.947,08_13_55
0.74,0.899,08_13_56
0.791,0.915,08_13_58
0.707,0.859,08_14_00
0.725,0.935,08_14_01
0.769,0.87,08_14_03
0.786,0.934,08_14_05
0.776,0.853,08_14_06
0.755,0.93,08_14_08
0.764,0.894,08_14_10
0.788,0.863,08_14_11
0.717,0.916,08_14_13
0.725,0.964,08_14_14
0.77,0.856,08_14_16
0.815,0.958,08_14_18
0.764,0.904,08_14_19
0.747,0.93,08_14_21
0.754,0.884,08_14_23
0.785,0.929,08_14_24
0.714,0.889,08_14_26
0.825,0.965,08_14_27
0.644,0.887,08_14_29
0.671,0.903,08_14_30
0.63,0.93,08_14_32
0.67,0.922,08_14_34
0.664,0.956,08_14_35
0.62,0.879,08_14_37
0.64,0.904,08_14_39
0.665,0.872,08_14_40
0.755,0.84,08_14_42
0.709,0.925,08_14_44
0.765,0.936,08_14_46
0.721,0.9,08_14_47
0.688,0.976,08_14_49
0.707,0.907,08_14_50
0.737,0.926,08_14_52
0.712,0.913,08_14_53
0.753,0.904,08_14_55
0.786,0.854,08_14_57
0.754,0.89,08_14_58
0.772,0.896,08_15_00
0.722,0.888,08_15_02
0.748,0.888,08_15_03
0.722,0.879,08_15_05
0.735,0.927,08_15_06
0.741,0.919,08_15_08
0.756,0.922,08_15_10
0.726,0.948,08_15_11
0.767,0.954,08_15_13
0.764,0.874,08_15_15
0.733,0.936,08_15_16
0.703,0.943,08_15_18
0.695,0.926,08_15_34
0.711,0.912,08_15_36
0.65,0.912,08_15_38
0.787,0.932,08_15_40
0.781,0.977,08_15_41
0.733,0.852,08_15_43
0.724,0.981,08_15_45
0.67,0.899,08_15_46
0.76,0.896,08_15_48
0.75,0.868,08_15_50
0.741,0.917,08_15_51
0.739,0.903,08_15_53
0.696,1.031,08_15_54
0.74,0.86,08_15_56
0.717,0.974,08_15_58
0.739,0.945,08_16_55
0.696,0.913,08_16_56
0.791,0.907,08_16_58
0.68,0.986,08_16_59
0.809,0.966,08_17_01
0.763,0.91,08_17_02
0.783,0.888,08_17_04
0.691,0.884,08_17_05
0.764,0.921,08_17_07
0.772,0.859,08_17_09
0.761,0.889,08_17_10
0.759,0.846,08_17_12
0.709,0.926,08_17_13
0.803,0.882,08_17_15
0.696,0.927,08_17_17
0.756,0.872,08_17_18
0.743,0.906,08_17_20
0.758,0.971,08_17_22
0.709,0.935,08_17_23
0.747,0.893,08_17_25
0.749,0.875,08_17_26
0.707,0.923,08_17_28
0.779,0.927,08_17_30
0.73,0.968,08_17_31
0.758,0.892,08_17_33
0.693,0.948,08_17_34
0.713,0.931,08_17_36
0.721,0.938,08_17_37
0.729,0.954,08_17_39
0.745,0.894,08_17_41
0.763,0.884,08_17_42
