khoảng cách trên,khoảng cách dưới
0.635,0.774,07_40_11
0.684,0.919,07_40_13
0.682,0.955,07_40_14
0.655,0.816,07_40_16
0.635,0.849,07_40_17
0.653,0.866,07_40_19
0.659,0.826,07_40_21
0.635,0.86,07_40_22
0.585,0.766,07_40_24
0.708,0.743,07_40_25
0.636,0.713,07_40_27
0.694,0.814,07_40_29
0.639,0.815,07_40_30
0.664,0.868,07_40_32
0.618,0.88,07_40_33
0.628,0.782,07_40_35
0.676,0.886,07_40_37
0.638,0.816,07_40_38
0.696,0.895,07_40_40
0.725,0.834,07_40_42
0.709,0.877,07_40_43
0.744,0.747,07_40_45
0.679,0.84,07_40_46
0.65,0.897,07_40_48
0.673,0.866,07_40_49
0.67,0.909,07_40_51
0.658,0.919,07_40_53
0.661,0.781,07_40_54
0.643,0.85,07_40_56
0.722,0.861,07_40_57
0.669,0.799,07_40_59
0.686,0.842,07_41_01
0.649,0.872,07_41_02
0.679,0.819,07_41_04
0.621,0.864,07_41_05
0.648,0.837,07_41_07
0.634,0.805,07_41_09
0.629,0.961,07_41_10
0.657,0.865,07_41_12
0.635,0.817,07_41_28
0.632,0.817,07_41_29
0.702,0.796,07_41_32
0.657,0.863,07_41_33
0.678,0.792,07_41_35
0.652,0.872,07_41_37
0.703,0.795,07_41_38
0.684,0.78,07_41_40
0.67,0.837,07_41_41
0.64,0.889,07_47_14
0.685,0.873,07_47_15
0.638,0.926,07_47_17
0.663,0.823,07_47_19
0.627,0.908,07_47_21
0.607,0.853,07_47_22
0.641,0.822,07_47_24
0.733,0.787,07_47_25
0.691,0.877,07_47_55
0.73,0.888,07_47_56
0.646,0.86,07_47_58
0.637,0.838,07_48_00
0.566,0.88,07_48_01
0.698,0.865,07_48_03
0.612,0.903,07_48_04
0.628,0.863,07_48_06
0.639,0.823,07_48_08
0.585,0.87,07_48_10
0.699,0.883,07_48_11
0.719,0.697,07_48_13
0.642,0.776,07_48_23
0.649,0.807,07_48_24
0.64,0.822,07_48_26
0.632,0.904,07_48_28
0.641,0.923,07_48_30
0.643,0.873,07_48_31
0.704,0.791,07_48_33
0.641,0.758,07_48_34
0.632,0.84,07_48_36
0.626,0.827,07_48_37
0.688,0.824,07_48_39
0.761,0.682,07_48_41
0.653,0.779,07_48_42
0.709,0.906,07_48_44
0.668,0.837,07_48_45
0.664,0.852,07_48_47
0.671,0.783,07_48_49
0.724,0.795,07_48_50
0.68,0.809,07_49_04
0.738,0.862,07_49_06
0.677,0.861,07_49_08
0.706,0.825,07_49_09
0.634,0.831,07_49_11
0.735,0.734,07_49_12
0.73,0.836,07_49_14
0.614,0.857,07_49_16
0.687,0.779,07_49_18
0.673,0.89,07_49_19
0.643,0.746,07_49_21
0.693,0.812,07_49_23
0.626,0.786,07_49_24
0.631,0.828,07_49_25
0.63,0.829,07_49_27
0.604,0.861,07_49_29
0.677,0.822,07_49_31
0.784,0.802,07_49_32
0.693,0.774,07_49_34
0.691,0.9,07_49_35
0.702,0.828,07_49_37
0.696,0.898,07_49_39
0.717,0.835,07_49_40
0.691,0.794,07_49_42
0.676,0.793,07_49_44
0.695,0.81,07_49_45
0.678,0.778,07_49_47
0.693,0.809,07_49_48
0.643,0.778,07_49_50
0.789,0.767,07_49_52
0.659,0.87,07_49_53
0.667,0.892,07_49_55
0.659,0.801,07_49_56
0.642,0.875,07_49_58
0.673,0.868,07_50_00
0.642,0.808,07_50_01
0.692,0.788,07_50_03
0.647,0.842,07_50_05
0.673,0.81,07_50_07
0.632,0.843,07_50_08
0.65,0.813,07_50_10
0.803,0.774,07_50_11
0.657,0.851,07_50_13
0.711,0.843,07_50_15
0.708,0.828,07_50_16
0.695,0.82,07_50_18
0.689,0.821,07_50_20
0.74,0.845,07_50_22
0.677,0.849,07_50_24
0.72,0.814,07_50_25
0.627,0.87,07_50_27
0.62,0.858,07_50_28
0.684,0.851,07_50_30
0.792,0.696,07_50_45
0.69,0.907,07_50_46
1.037,0.818,07_50_48
0.636,0.89,07_50_50
0.606,0.82,07_50_52
0.61,0.873,07_50_53
0.664,0.837,07_50_55
0.612,0.774,07_50_56
0.66,0.825,07_50_58
0.658,0.86,07_51_00
0.688,0.86,07_51_01
0.624,0.794,07_51_03
0.623,0.767,07_51_04
0.667,0.861,07_51_06
0.633,0.805,07_51_08
0.663,0.777,07_51_09
0.605,0,07_51_11
0.646,0.828,07_51_13
0.684,0.864,07_51_14
0.708,0.822,07_51_16
0.625,0.849,07_51_17
0.668,0.866,07_51_20
0.672,0.767,07_51_21
0.669,0.796,07_51_22
0.691,0.8,07_51_24
0.654,0.85,07_51_26
0.661,0.773,07_51_30
0.698,0.771,07_51_32
0.725,0.852,07_51_33
0.668,0.827,07_51_35
0.67,0.777,07_51_37
0.69,0.817,07_51_38
0.658,0.805,07_51_40
0.689,0.867,07_51_42
0.716,0.875,07_51_43
0.681,0.918,07_51_45
0.723,0.756,07_51_47
0.633,0.903,07_51_48
0.69,0.881,07_51_50
0.663,0.92,07_51_51
0.653,0.864,07_51_53
0.665,0.745,07_51_55
0.642,0.797,07_51_56
0.696,0.826,07_51_58
0.665,0.784,07_52_00
0.665,0.853,07_52_01
0.716,0.873,07_52_03
0.68,0.757,07_52_04
0,0.832,07_52_06
0.698,0.783,07_52_08
0.691,0.882,07_52_09
0.712,0.828,07_52_11
0.696,0.902,07_52_13
0.71,0.844,07_52_14
0.784,0.863,07_52_16
0.65,0.841,07_52_18
0.675,0.814,07_52_19
0.683,0.827,07_52_21
0.658,0.813,07_52_22
0.654,0.864,07_52_24
0.692,0.861,07_52_26
0.725,0.793,07_52_27
0.689,0.812,07_52_29
0.683,0.819,07_52_30
0.688,0.855,07_52_32
0.648,0.841,07_52_34
0.751,0.835,07_52_35
0.663,0.901,07_52_37
0.691,0.876,07_52_39
0.681,0.906,07_52_40
0.635,0.868,07_52_42
0.668,0.928,07_52_44
0.629,0.883,07_52_45
0.727,0.854,07_52_47
0.708,0.814,07_52_48
0.734,0.877,07_52_50
0.71,0.815,07_52_52
0.707,0.872,07_52_53
0.662,0.789,07_52_55
0.656,0.845,07_52_57
0.694,0.771,07_52_59
0.684,0.866,07_53_00
0.682,0.808,07_53_02
0.735,0.802,07_53_03
0.645,0.776,07_53_05
0.646,0.859,07_53_07
0.695,0.948,07_53_08
0.661,0.816,07_53_10
0.654,0.832,07_53_12
0.658,0.865,07_53_13
0.692,0.835,07_53_15
0.726,0.891,07_53_17
0.65,0.876,07_53_18
0.622,0.944,07_53_20
0.674,0.846,07_53_22
0.706,0.82,07_53_23
0.671,0,07_53_25
0.684,0.836,07_53_27
0.662,0.808,07_53_28
0.711,0.871,07_53_30
0.717,0.81,07_53_32
0.681,0.907,07_53_33
0.732,0.812,07_53_35
0.673,0.835,07_53_37
0.705,0.847,07_53_38
0.691,0.852,07_53_40
0.681,0.81,07_53_42
0.69,0.869,07_53_43
0.709,0.84,07_53_45
0.684,0.903,07_53_47
0.71,0.837,07_53_48
0.697,0.885,07_53_50
0.658,0.858,07_54_37
0.681,0.874,07_54_38
0.688,0.862,07_54_40
0.696,0.956,07_54_42
0.714,0.869,07_54_43
0.711,0.875,07_54_45
0.705,0.887,07_54_47
0.678,0.909,07_54_48
0.686,0.87,07_54_50
0.664,0.834,07_54_52
0.67,0.829,07_54_53
0.713,0.871,07_54_55
0.729,0.761,07_54_57
0.657,0.883,07_54_58
0.692,0.772,07_55_00
0.683,0.882,07_55_01
0.693,0.833,07_55_03
0.695,0.871,07_55_05
0.644,0.899,07_55_07
0.667,0.865,07_55_08
0.7,0.824,07_55_10
0.704,0.873,07_55_12
0.727,0.867,07_55_13
0.663,0.896,07_55_15
0.695,0.897,07_55_16
0.715,0.872,07_55_18
0.738,0.798,07_55_20
0.689,0.883,07_55_22
0.675,0.874,07_55_23
0.645,0.873,07_55_25
0.666,0.941,07_56_25
0.683,0.878,07_56_38
0.709,0.866,07_56_39
0.731,0.882,07_56_41
0.726,0.878,07_56_42
0.649,0.912,07_56_44
0.729,0.973,07_56_46
0.704,0.924,07_56_48
0.704,0.92,07_56_49
0.701,0.861,07_56_51
0.687,0.915,07_56_52
0.768,0.767,07_56_54
0.652,0.818,07_56_55
0.701,0.877,07_56_56
0.677,0.913,07_57_09
0.683,0.816,07_57_11
0.698,0.812,07_57_13
0.694,0.862,07_57_14
0.689,0.893,07_57_27
0.673,0.822,07_57_29
0.711,0.879,07_57_31
0.687,0.797,07_57_32
0.717,0.879,07_57_54
0.606,0.991,07_57_55
0.667,0.934,07_57_57
0.665,0.834,07_57_59
0.788,0.861,07_58_09
0.676,0.809,07_58_10
0.752,0.777,07_58_12
0.683,0.847,07_58_13
0.681,0.934,07_58_27
0.719,0.868,07_58_29
0.702,0.801,07_58_31
0.796,0.825,07_58_32
0.743,0.781,07_58_35
0.734,0.84,07_58_37
0.695,0.787,07_58_38
0.637,0.877,07_58_39
0.686,0.871,07_58_43
0.746,0.79,07_58_44
0.709,0.842,07_58_46
0.658,0.766,07_58_47
0.748,0.782,07_58_49
0.722,0.773,07_58_51
0.673,0.831,07_58_52
0.617,0.806,07_58_54
0.686,0.896,07_58_56
0.661,0.842,07_58_57
0.68,0.899,07_58_59
0.674,0.893,07_59_00
0.636,0.738,07_59_02
0.585,0.74,07_59_03
0.556,0,07_59_05
0.565,0.732,07_59_07
0.643,0.876,07_59_08
0.716,0.881,07_59_10
0.765,0.887,07_59_12
0.692,0.838,07_59_13
0.699,0.856,07_59_15
0.704,0.92,07_59_16
0.688,0.916,07_59_18
0.684,0.851,07_59_20
0.74,0.872,07_59_21
0.707,0.886,07_59_23
0.708,0.882,07_59_24
0.666,0.841,07_59_26
0.653,0.889,07_59_27
0.721,0.882,07_59_29
0.731,0.822,07_59_31
0.72,0.833,07_59_32
0.715,0.873,07_59_34
0.64,0.783,07_59_36
0.717,0.872,07_59_37
0.686,0.83,07_59_39
0.61,0.735,07_59_40
0.433,0.84,07_59_42
0.55,0.841,07_59_43
0.563,0.68,07_59_45
0.691,0.762,07_59_47
0.615,0.807,07_59_49
0.62,0.907,07_59_50
0.675,0.901,07_59_52
0.656,0.866,07_59_53
0.631,0.908,07_59_55
0.683,0.856,07_59_57
0.666,0.932,07_59_58
0.664,0.939,08_00_00
0.696,0.889,08_00_01
0.729,0.895,08_00_03
0.669,0.902,08_00_04
0.661,0.845,08_00_06
0.618,0.819,08_00_08
0.702,0.844,08_00_09
0.627,0.908,08_00_11
0.649,0.937,08_00_12
0.656,0.863,08_00_14
0.663,0.885,08_00_15
0.719,0.787,08_00_17
0.702,0.813,08_00_19
0.658,0.84,08_00_21
0.726,0.886,08_00_34
0.671,0.822,08_00_36
0.484,0.734,08_00_38
0.731,0.825,08_00_39
0.635,0.682,08_00_41
0.64,0.849,08_00_42
0.739,0.849,08_00_44
0.655,0.923,08_00_46
0.673,0.867,08_00_47
0.758,0.87,08_00_49
0.627,0.852,08_00_51
0.689,0.905,08_00_53
0.663,0.805,08_00_54
0.645,0.882,08_00_56
0.666,0.803,08_00_57
0.704,0.86,08_00_59
0.676,0.796,08_01_01
0.683,0.902,08_01_03
0.672,0.949,08_01_04
0.736,0.854,08_01_06
0.747,0.76,08_01_07
0.672,0.915,08_01_09
0.699,0.794,08_01_11
0.712,0.815,08_01_12
0.682,0.854,08_01_14
0.674,0.799,08_01_15
0.493,0.675,08_01_17
0.595,0,08_01_19
0.545,0.509,08_01_20
0.568,0.69,08_01_22
0.66,0.919,08_01_23
0.72,0.915,08_01_25
0.673,0.901,08_01_27
0.691,0.85,08_01_28
0.706,0.83,08_01_30
0.703,0.805,08_01_31
0.716,0.898,08_01_33
0.706,0.773,08_01_34
0.658,0.901,08_01_36
0.698,0.841,08_01_38
0.736,0.931,08_01_39
0.716,0.849,08_01_41
0.649,0.855,08_01_42
0.647,0.912,08_01_44
0.676,0.886,08_01_46
0.696,0.872,08_01_48
0.699,0.884,08_01_49
0.637,0.872,08_01_50
0.667,0.861,08_01_52
0.707,0.916,08_01_54
0.637,0.905,08_01_55
0.698,0.81,08_01_57
0.733,0.862,08_01_59
0.637,0.839,08_02_00
0.724,0.839,08_02_02
0.683,0.811,08_02_03
0.626,0.927,08_02_05
0.646,0.938,08_02_06
0.656,0.852,08_02_08
0.622,0.893,08_02_10
0.635,0.84,08_02_11
0.703,0.877,08_02_13
0.703,0.858,08_02_14
0.724,0.799,08_02_16
0.716,0.878,08_02_17
0.658,0.878,08_02_19
0.612,0.853,08_02_21
0.716,0.865,08_02_23
0.713,0.911,08_02_24
0.716,0.864,08_02_26
0.654,0.841,08_02_27
0.701,0.823,08_02_29
0.67,0.809,08_02_30
0.641,0.871,08_02_32
0.658,0.821,08_02_34
0.696,0.861,08_02_35
0.674,0.792,08_02_37
0.739,0.856,08_02_38
0.711,0.854,08_02_40
0.696,0.895,08_02_42
0.655,0.855,08_02_43
0.689,0.834,08_02_45
0.731,0.804,08_02_46
0.668,0.804,08_02_48
0.711,0.819,08_02_49
0.692,0.804,08_02_52
0.676,0.895,08_02_53
0.729,0.829,08_02_54
0.673,0.847,08_02_56
0.672,0.823,08_02_58
0.721,0.817,08_02_59
0.653,0.823,08_03_01
0.604,0.879,08_03_02
0.673,0.846,08_03_12
0.707,0.808,08_03_13
0.651,0.912,08_03_15
0.653,0.873,08_03_17
0.695,0.891,08_03_20
0.688,0.837,08_03_22
0.664,0.845,08_03_23
0.707,0.843,08_03_25
0.665,0.829,08_03_35
0.67,0.845,08_03_37
0.664,0.859,08_03_39
0.676,0.838,08_03_40
0.675,0.838,08_03_48
0.665,0.883,08_03_50
0.652,0.857,08_03_52
0.703,0.899,08_03_53
0.648,0.853,08_04_02
0.667,0.866,08_04_04
0.662,0.865,08_04_05
0.642,0.833,08_04_06
0.683,0.846,08_04_12
0.655,0.979,08_04_13
0.66,0.845,08_04_14
0.646,0.854,08_04_19
0.668,0.816,08_04_20
0.738,0.847,08_04_22
0.696,0.866,08_04_24
0.67,0.942,08_04_26
0.711,0.903,08_04_28
0.727,0.781,08_04_30
0.673,0.768,08_04_31
0.691,0.892,08_04_33
0.634,0.804,08_04_35
0.667,0.891,08_04_40
0.641,0.89,08_04_41
0.67,0.801,08_04_43
0.665,0.899,08_04_44
0.649,0.898,08_04_46
0.667,0.887,08_04_48
0.672,0.917,08_04_50
0.703,0.933,08_04_51
0.616,0.88,08_04_54
0.66,0.839,08_04_55
0.678,0.922,08_04_57
0.703,0.802,08_04_59
0.705,0.86,08_05_04
0.727,0.847,08_05_06
0.717,0.853,08_05_07
0.676,0.869,08_05_09
0.68,0.856,08_05_32
0.687,0.831,08_05_34
0.712,0.846,08_05_36
0.68,0.904,08_05_37
0.668,0.875,08_05_39
0.685,0.869,08_05_41
0.645,0.877,08_05_42
0.735,0.795,08_05_44
0.685,0.887,08_05_45
0.696,0.872,08_05_47
0.674,0.879,08_05_48
0.697,0.924,08_05_50
0.692,0.853,08_05_52
0.748,0.849,08_05_53
0.644,0.84,08_05_55
0.669,0.788,08_05_56
0.698,0,08_05_58
0.691,0.841,08_06_00
0.687,0.8,08_06_01
0.652,0.794,08_06_03
0.687,0.86,08_06_05
0.692,0.842,08_06_06
0.724,0.828,08_06_08
0.675,0.829,08_06_10
0.651,0.756,08_06_11
0.634,0.816,08_06_22
0.639,0.81,08_06_24
0.639,0.943,08_06_26
0.678,0.843,08_06_28
0.688,0.89,08_06_29
0.686,0.885,08_06_31
0.701,0.859,08_06_32
0.625,0.838,08_06_34
0.72,0.827,08_06_35
0.639,0.858,08_06_37
0.684,0.802,08_06_39
0.793,0.862,08_06_41
0.66,0.818,08_06_43
0.749,0.79,08_06_44
0.727,0.83,08_06_46
0.664,0.788,08_06_47
0.701,0.877,08_06_49
0.72,0.793,08_06_50
0.696,0.83,08_06_52
0.731,0.798,08_06_54
0.782,0.868,08_06_55
0.688,0.847,08_06_57
0.725,0.777,08_06_59
0.657,0.857,08_07_00
0.7,0.79,08_07_02
0.584,0.876,08_07_03
0.7,0.822,08_07_05
0.679,0.784,08_07_06
0.652,0.828,08_07_08
0.629,0.922,08_07_09
0.687,0.898,08_07_11
0.701,0.88,08_07_13
0.676,0.83,08_07_15
0.683,0.787,08_07_16
0.686,0.826,08_07_18
0.702,0.876,08_07_19
0.739,0.871,08_07_21
0.645,0.86,08_07_22
0.64,0.935,08_07_24
0.606,0.96,08_07_26
0.699,0.859,08_07_27
0.66,0.864,08_07_29
0.688,0.852,08_07_31
0.66,0.925,08_07_32
0.722,0.931,08_07_34
0.64,0.774,08_07_35
0.715,0.825,08_07_37
0.654,0.833,08_07_38
0.658,0.831,08_07_40
0.696,0.87,08_07_42
0.708,0.836,08_07_43
0.688,0.796,08_07_45
0.73,0.841,08_07_46
0.649,0.874,08_07_48
0.691,0.815,08_07_50
0.667,0.803,08_07_51
0.71,0.864,08_07_53
0.683,0.87,08_07_54
0.699,0.799,08_07_56
0.714,0.848,08_07_58
0.675,0.83,08_07_59
0.673,0.842,08_08_01
0.756,0.793,08_08_03
0.691,0.834,08_08_04
0.652,0.905,08_08_06
0.717,0.802,08_08_07
0.679,0.794,08_08_09
0.689,0.821,08_08_11
0.663,0.896,08_08_12
0.644,0.739,08_08_27
0.685,0.819,08_08_29
0.67,0.824,08_08_31
0.682,0.837,08_08_38
0.713,0.763,08_08_39
0.679,0.872,08_08_41
0.664,0.88,08_08_43
0.708,0,08_08_45
0.659,0.827,08_08_46
0.647,0.861,08_08_48
0.713,0.797,08_08_49
0.674,0.91,08_08_51
0.64,0.875,08_08_53
0.653,0.809,08_08_54
0.678,0.828,08_08_56
0.705,0.892,08_08_57
0.658,0.844,08_08_59
0.678,0.847,08_09_00
0.698,0.821,08_09_02
0.69,0.811,08_09_04
0.673,0.882,08_09_05
0.665,0.849,08_09_07
0.708,0.825,08_09_08
0.659,0.828,08_09_10
0.675,0.896,08_09_12
0.665,0.843,08_09_13
0.718,0.864,08_09_15
0.661,0.771,08_09_17
0.685,0.889,08_09_18
0.685,0.897,08_09_19
0.71,0.843,08_09_21
0.67,0.927,08_09_23
0.639,0.89,08_09_25
0.635,0.828,08_09_26
0.722,0.81,08_09_28
0.637,0.84,08_09_29
0.694,0.85,08_09_31
0.742,0.835,08_09_32
0.694,0.833,08_09_34
0.68,0.805,08_09_36
0.718,0.802,08_09_37
0.703,0.905,08_09_39
0.716,0.736,08_09_40
0.679,0.835,08_09_42
0.705,0.887,08_09_43
0.734,0.772,08_09_45
0.66,0.922,08_09_47
0.702,0.857,08_09_48
0.667,0.83,08_09_50
0.641,0.796,08_09_52
0.728,0.859,08_09_53
0.701,0.839,08_09_55
0.654,0.816,08_09_57
0.628,0.798,08_09_58
0.604,0.898,08_10_00
0.62,0.802,08_10_01
0.68,0.839,08_10_15
0.69,0.8,08_10_17
0.686,0.875,08_10_18
0.676,0.83,08_10_20
0.752,0.846,08_10_22
0.693,0.929,08_10_23
0.654,0.873,08_10_25
0.688,0.821,08_10_27
0.628,0.929,08_10_28
0.654,0.814,08_10_30
0.685,0.879,08_10_31
0.72,0.876,08_10_33
0.687,0.816,08_10_35
0.704,0.882,08_10_36
0.684,0.813,08_10_38
0.632,0.864,08_10_39
0.651,0.856,08_10_41
0.682,0.89,08_10_42
0.694,0.855,08_10_44
0.66,0.837,08_10_46
0.648,0.873,08_10_47
0.664,0.83,08_10_49
0.671,0.882,08_10_51
0.644,0.835,08_10_52
0.656,0.836,08_10_54
0.64,0.847,08_10_55
0.673,0.85,08_10_57
0.727,0.904,08_10_59
0.677,0.777,08_11_00
0.664,0.843,08_11_01
0.714,0.845,08_11_03
0.686,0.821,08_11_05
0.671,0.884,08_11_07
0.655,0.82,08_11_08
0.632,0.837,08_11_10
0.669,0.823,08_11_11
0.621,0.859,08_11_13
0.675,0.837,08_11_15
0.66,0.95,08_11_16
0.658,0.816,08_11_18
0.689,0.928,08_11_19
0.669,0.881,08_11_21
0.656,0.904,08_11_22
0.656,0.872,08_11_24
0.65,0.835,08_11_26
0.669,0.819,08_11_27
0.668,0.86,08_11_29
0.742,0.867,08_11_31
0.663,0.812,08_11_32
0.754,0.819,08_11_34
0.711,0.848,08_11_49
0.686,0.827,08_11_51
0.663,0.956,08_11_53
0.73,0.853,08_11_54
0.695,0.817,08_11_56
0.689,0.835,08_11_58
0.708,0.853,08_11_59
0.693,0.778,08_12_01
0.713,0.819,08_12_02
0.696,0.893,08_12_04
0.695,0.823,08_12_06
0.676,0.848,08_12_07
0.708,0.895,08_12_09
0.656,0.818,08_12_10
0.676,0.829,08_12_12
0.636,0.862,08_12_14
0.458,0.778,08_12_15
0.6,0.819,08_12_17
0.425,0.755,08_12_18
0.525,0.719,08_12_20
0.647,0.82,08_12_21
0.717,0.825,08_12_23
0.722,0.836,08_12_25
0.689,0.835,08_12_26
0.64,0.822,08_12_28
0.672,0.866,08_12_30
0.711,0.861,08_12_32
0.676,0.792,08_12_33
0.698,0.928,08_12_35
0.687,0.753,08_12_36
0.678,0.892,08_12_38
0.676,0.91,08_12_40
0.664,0.825,08_12_41
0.64,0.826,08_12_43
0.724,0.881,08_12_44
0.658,0.846,08_13_01
0.695,0.831,08_13_02
0.687,0.852,08_13_04
0.705,0.93,08_13_05
0.7,0.914,08_13_07
0.598,0.85,08_13_08
0.66,0.908,08_13_10
0.681,0.876,08_13_12
0.669,0.833,08_13_14
0.667,0.859,08_13_15
0.661,0.782,08_13_17
0.679,0.853,08_13_18
0.632,0.881,08_13_20
0.648,0.905,08_13_22
0.6,0.846,08_13_23
0.643,0.885,08_13_25
0.625,0.826,08_13_26
0.696,0.885,08_13_28
0.675,0.813,08_13_29
0.668,0.882,08_13_31
0.652,0.921,08_13_33
0.675,0.836,08_13_34
0.721,0.828,08_13_36
0.73,0.794,08_13_37
0.648,0.838,08_13_39
0.664,0.881,08_13_41
0.683,0.854,08_13_42
0.667,0.823,08_13_44
0.673,0.812,08_13_46
0.631,0.835,08_13_47
0.705,0.872,08_13_49
0.709,0.853,08_13_51
0.618,0.653,08_13_53
0.691,0.852,08_13_54
0.648,0.82,08_13_56
0.694,0.834,08_13_58
0.713,0.863,08_13_59
0.636,0.898,08_14_01
0.72,0.863,08_14_02
0.684,0.828,08_14_04
0.672,0.781,08_14_06
0.689,0.86,08_14_07
0.701,0.779,08_14_09
0.674,0.924,08_14_11
0.667,0.885,08_14_13
0.692,0.901,08_14_15
0.701,0.783,08_14_16
0.673,0.869,08_14_19
0.738,0.843,08_14_20
0.626,0.869,08_14_33
0.691,0.827,08_14_34
0.718,0.855,08_14_36
0.688,0.847,08_14_37
0.69,0.928,08_14_39
0.691,0.806,08_14_40
0.686,0.86,08_14_42
0.654,0.867,08_14_44
0.673,0.845,08_14_45
0.661,0.853,08_14_47
0.718,0.804,08_14_48
0.715,0.811,08_14_50
0.673,0.84,08_14_52
0.717,0.836,08_14_54
0.686,0.927,08_14_55
0.747,0.839,08_14_56
0.722,0.814,08_14_58
0.687,0.849,08_15_00
0.691,0.813,08_15_01
0.653,0.823,08_15_03
0.623,0.87,08_15_05
0.708,0.79,08_15_06
0.666,0.871,08_15_08
0.617,0.886,08_15_10
0.701,0.862,08_15_11
0.645,0.816,08_15_13
0.673,0.828,08_15_14
0.692,0.809,08_15_16
0.648,0.844,08_15_17
0.71,0.79,08_15_19
0.724,0.84,08_15_21
0.728,0.866,08_15_22
0.713,0.857,08_15_24
0.695,0.835,08_15_25
0.71,0.831,08_15_27
0.673,0.835,08_15_29
0.671,0.906,08_15_30
0.67,0.881,08_15_32
0.647,0.866,08_15_34
0.673,0.854,08_15_35
